"date","hour","°­¼ö·®"
2017-10-17,1,0
2017-10-17,2,0
2017-10-17,3,0
2017-10-17,4,0
2017-10-17,5,0
2017-10-17,6,0
2017-10-17,7,0
2017-10-17,8,0
2017-10-17,9,0
2017-10-17,10,0
2017-10-17,11,0
2017-10-17,12,0
2017-10-17,13,0
2017-10-17,14,0
2017-10-17,15,0
2017-10-17,16,0
2017-10-17,17,0
2017-10-17,18,0
2017-10-17,19,0
2017-10-17,20,0
2017-10-17,21,0
2017-10-17,22,0
2017-10-17,23,0
2017-10-18,0,0
2017-10-18,1,0
2017-10-18,2,0
2017-10-18,3,0
2017-10-18,4,0
2017-10-18,5,0
2017-10-18,6,0
2017-10-18,7,0
2017-10-18,8,0
2017-10-18,9,0
2017-10-18,10,0
2017-10-18,11,0
2017-10-18,12,0
2017-10-18,13,0
2017-10-18,14,0
2017-10-18,15,0
2017-10-18,16,0.1
2017-10-18,17,0
2017-10-18,18,0
2017-10-18,19,0
2017-10-18,20,0
2017-10-18,21,0
2017-10-18,22,0
2017-10-18,23,0
2017-10-19,0,0
2017-10-19,1,0.00284900284900285
2017-10-19,2,0.0056980056980057
2017-10-19,3,0.00854700854700855
2017-10-19,4,0.0113960113960114
2017-10-19,5,0.0142450142450142
2017-10-19,6,0.0170940170940171
2017-10-19,7,0.0199430199430199
2017-10-19,8,0.0227920227920228
2017-10-19,9,0.0256410256410256
2017-10-19,10,0.0284900284900285
2017-10-19,11,0.0313390313390313
2017-10-19,12,0.0341880341880342
2017-10-19,13,0.037037037037037
2017-10-19,14,0.0398860398860399
2017-10-19,15,0.0427350427350427
2017-10-19,16,0.0455840455840456
2017-10-19,17,0.0484330484330484
2017-10-19,18,0.0512820512820513
2017-10-19,19,0.0541310541310541
2017-10-19,20,0.056980056980057
2017-10-19,21,0.0598290598290598
2017-10-19,22,0.0626780626780627
2017-10-19,23,0.0655270655270655
2017-10-20,0,0.0683760683760684
2017-10-20,1,0.0712250712250712
2017-10-20,2,0.0740740740740741
2017-10-20,3,0.0769230769230769
2017-10-20,4,0.0797720797720798
2017-10-20,5,0.0826210826210826
2017-10-20,6,0.0854700854700855
2017-10-20,7,0.0883190883190883
2017-10-20,8,0.0911680911680912
2017-10-20,9,0.094017094017094
2017-10-20,10,0.0968660968660969
2017-10-20,11,0.0997150997150997
2017-10-20,12,0.102564102564103
2017-10-20,13,0.105413105413105
2017-10-20,14,0.108262108262108
2017-10-20,15,0.111111111111111
2017-10-20,16,0.113960113960114
2017-10-20,17,0.116809116809117
2017-10-20,18,0.11965811965812
2017-10-20,19,0.122507122507123
2017-10-20,20,0.125356125356125
2017-10-20,21,0.128205128205128
2017-10-20,22,0.131054131054131
2017-10-20,23,0.133903133903134
2017-10-21,0,0.136752136752137
2017-10-21,1,0.13960113960114
2017-10-21,2,0.142450142450142
2017-10-21,3,0.145299145299145
2017-10-21,4,0.148148148148148
2017-10-21,5,0.150997150997151
2017-10-21,6,0.153846153846154
2017-10-21,7,0.156695156695157
2017-10-21,8,0.15954415954416
2017-10-21,9,0.162393162393162
2017-10-21,10,0.165242165242165
2017-10-21,11,0.168091168091168
2017-10-21,12,0.170940170940171
2017-10-21,13,0.173789173789174
2017-10-21,14,0.176638176638177
2017-10-21,15,0.179487179487179
2017-10-21,16,0.182336182336182
2017-10-21,17,0.185185185185185
2017-10-21,18,0.188034188034188
2017-10-21,19,0.190883190883191
2017-10-21,20,0.193732193732194
2017-10-21,21,0.196581196581197
2017-10-21,22,0.199430199430199
2017-10-21,23,0.202279202279202
2017-10-22,0,0.205128205128205
2017-10-22,1,0.207977207977208
2017-10-22,2,0.210826210826211
2017-10-22,3,0.213675213675214
2017-10-22,4,0.216524216524217
2017-10-22,5,0.219373219373219
2017-10-22,6,0.222222222222222
2017-10-22,7,0.225071225071225
2017-10-22,8,0.227920227920228
2017-10-22,9,0.230769230769231
2017-10-22,10,0.233618233618234
2017-10-22,11,0.236467236467236
2017-10-22,12,0.239316239316239
2017-10-22,13,0.242165242165242
2017-10-22,14,0.245014245014245
2017-10-22,15,0.247863247863248
2017-10-22,16,0.250712250712251
2017-10-22,17,0.253561253561254
2017-10-22,18,0.256410256410256
2017-10-22,19,0.259259259259259
2017-10-22,20,0.262108262108262
2017-10-22,21,0.264957264957265
2017-10-22,22,0.267806267806268
2017-10-22,23,0.270655270655271
2017-10-23,0,0.273504273504274
2017-10-23,1,0.276353276353276
2017-10-23,2,0.279202279202279
2017-10-23,3,0.282051282051282
2017-10-23,4,0.284900284900285
2017-10-23,5,0.287749287749288
2017-10-23,6,0.290598290598291
2017-10-23,7,0.293447293447293
2017-10-23,8,0.296296296296296
2017-10-23,9,0.299145299145299
2017-10-23,10,0.301994301994302
2017-10-23,11,0.304843304843305
2017-10-23,12,0.307692307692308
2017-10-23,13,0.310541310541311
2017-10-23,14,0.313390313390313
2017-10-23,15,0.316239316239316
2017-10-23,16,0.319088319088319
2017-10-23,17,0.321937321937322
2017-10-23,18,0.324786324786325
2017-10-23,19,0.327635327635328
2017-10-23,20,0.33048433048433
2017-10-23,21,0.333333333333333
2017-10-23,22,0.336182336182336
2017-10-23,23,0.339031339031339
2017-10-24,0,0.341880341880342
2017-10-24,1,0.344729344729345
2017-10-24,2,0.347578347578348
2017-10-24,3,0.35042735042735
2017-10-24,4,0.353276353276353
2017-10-24,5,0.356125356125356
2017-10-24,6,0.358974358974359
2017-10-24,7,0.361823361823362
2017-10-24,8,0.364672364672365
2017-10-24,9,0.367521367521368
2017-10-24,10,0.37037037037037
2017-10-24,11,0.373219373219373
2017-10-24,12,0.376068376068376
2017-10-24,13,0.378917378917379
2017-10-24,14,0.381766381766382
2017-10-24,15,0.384615384615385
2017-10-24,16,0.387464387464387
2017-10-24,17,0.39031339031339
2017-10-24,18,0.393162393162393
2017-10-24,19,0.396011396011396
2017-10-24,20,0.398860398860399
2017-10-24,21,0.401709401709402
2017-10-24,22,0.404558404558405
2017-10-24,23,0.407407407407407
2017-10-25,0,0.41025641025641
2017-10-25,1,0.413105413105413
2017-10-25,2,0.415954415954416
2017-10-25,3,0.418803418803419
2017-10-25,4,0.421652421652422
2017-10-25,5,0.424501424501425
2017-10-25,6,0.427350427350427
2017-10-25,7,0.43019943019943
2017-10-25,8,0.433048433048433
2017-10-25,9,0.435897435897436
2017-10-25,10,0.438746438746439
2017-10-25,11,0.441595441595442
2017-10-25,12,0.444444444444444
2017-10-25,13,0.447293447293447
2017-10-25,14,0.45014245014245
2017-10-25,15,0.452991452991453
2017-10-25,16,0.455840455840456
2017-10-25,17,0.458689458689459
2017-10-25,18,0.461538461538462
2017-10-25,19,0.464387464387464
2017-10-25,20,0.467236467236467
2017-10-25,21,0.47008547008547
2017-10-25,22,0.472934472934473
2017-10-25,23,0.475783475783476
2017-10-26,0,0.478632478632479
2017-10-26,1,0.481481481481481
2017-10-26,2,0.484330484330484
2017-10-26,3,0.487179487179487
2017-10-26,4,0.49002849002849
2017-10-26,5,0.492877492877493
2017-10-26,6,0.495726495726496
2017-10-26,7,0.498575498575499
2017-10-26,8,0.501424501424501
2017-10-26,9,0.504273504273504
2017-10-26,10,0.507122507122507
2017-10-26,11,0.50997150997151
2017-10-26,12,0.512820512820513
2017-10-26,13,0.515669515669516
2017-10-26,14,0.518518518518518
2017-10-26,15,0.521367521367521
2017-10-26,16,0.524216524216524
2017-10-26,17,0.527065527065527
2017-10-26,18,0.52991452991453
2017-10-26,19,0.532763532763533
2017-10-26,20,0.535612535612536
2017-10-26,21,0.538461538461538
2017-10-26,22,0.541310541310541
2017-10-26,23,0.544159544159544
2017-10-27,0,0.547008547008547
2017-10-27,1,0.54985754985755
2017-10-27,2,0.552706552706553
2017-10-27,3,0.555555555555556
2017-10-27,4,0.558404558404558
2017-10-27,5,0.561253561253561
2017-10-27,6,0.564102564102564
2017-10-27,7,0.566951566951567
2017-10-27,8,0.56980056980057
2017-10-27,9,0.572649572649573
2017-10-27,10,0.575498575498576
2017-10-27,11,0.578347578347578
2017-10-27,12,0.581196581196581
2017-10-27,13,0.584045584045584
2017-10-27,14,0.586894586894587
2017-10-27,15,0.58974358974359
2017-10-27,16,0.592592592592593
2017-10-27,17,0.595441595441595
2017-10-27,18,0.598290598290598
2017-10-27,19,0.601139601139601
2017-10-27,20,0.603988603988604
2017-10-27,21,0.606837606837607
2017-10-27,22,0.60968660968661
2017-10-27,23,0.612535612535613
2017-10-28,0,0.615384615384615
2017-10-28,1,0.618233618233618
2017-10-28,2,0.621082621082621
2017-10-28,3,0.623931623931624
2017-10-28,4,0.626780626780627
2017-10-28,5,0.62962962962963
2017-10-28,6,0.632478632478632
2017-10-28,7,0.635327635327635
2017-10-28,8,0.638176638176638
2017-10-28,9,0.641025641025641
2017-10-28,10,0.643874643874644
2017-10-28,11,0.646723646723647
2017-10-28,12,0.64957264957265
2017-10-28,13,0.652421652421652
2017-10-28,14,0.655270655270655
2017-10-28,15,0.658119658119658
2017-10-28,16,0.660968660968661
2017-10-28,17,0.663817663817664
2017-10-28,18,0.666666666666667
2017-10-28,19,0.66951566951567
2017-10-28,20,0.672364672364672
2017-10-28,21,0.675213675213675
2017-10-28,22,0.678062678062678
2017-10-28,23,0.680911680911681
2017-10-29,0,0.683760683760684
2017-10-29,1,0.686609686609687
2017-10-29,2,0.689458689458689
2017-10-29,3,0.692307692307692
2017-10-29,4,0.695156695156695
2017-10-29,5,0.698005698005698
2017-10-29,6,0.700854700854701
2017-10-29,7,0.703703703703704
2017-10-29,8,0.706552706552707
2017-10-29,9,0.709401709401709
2017-10-29,10,0.712250712250712
2017-10-29,11,0.715099715099715
2017-10-29,12,0.717948717948718
2017-10-29,13,0.720797720797721
2017-10-29,14,0.723646723646724
2017-10-29,15,0.726495726495726
2017-10-29,16,0.729344729344729
2017-10-29,17,0.732193732193732
2017-10-29,18,0.735042735042735
2017-10-29,19,0.737891737891738
2017-10-29,20,0.740740740740741
2017-10-29,21,0.743589743589744
2017-10-29,22,0.746438746438746
2017-10-29,23,0.749287749287749
2017-10-30,0,0.752136752136752
2017-10-30,1,0.754985754985755
2017-10-30,2,0.757834757834758
2017-10-30,3,0.760683760683761
2017-10-30,4,0.763532763532764
2017-10-30,5,0.766381766381766
2017-10-30,6,0.769230769230769
2017-10-30,7,0.772079772079772
2017-10-30,8,0.774928774928775
2017-10-30,9,0.777777777777778
2017-10-30,10,0.780626780626781
2017-10-30,11,0.783475783475784
2017-10-30,12,0.786324786324786
2017-10-30,13,0.789173789173789
2017-10-30,14,0.792022792022792
2017-10-30,15,0.794871794871795
2017-10-30,16,0.797720797720798
2017-10-30,17,0.800569800569801
2017-10-30,18,0.803418803418803
2017-10-30,19,0.806267806267806
2017-10-30,20,0.809116809116809
2017-10-30,21,0.811965811965812
2017-10-30,22,0.814814814814815
2017-10-30,23,0.817663817663818
2017-10-31,0,0.82051282051282
2017-10-31,1,0.823361823361823
2017-10-31,2,0.826210826210826
2017-10-31,3,0.829059829059829
2017-10-31,4,0.831908831908832
2017-10-31,5,0.834757834757835
2017-10-31,6,0.837606837606838
2017-10-31,7,0.84045584045584
2017-10-31,8,0.843304843304843
2017-10-31,9,0.846153846153846
2017-10-31,10,0.849002849002849
2017-10-31,11,0.851851851851852
2017-10-31,12,0.854700854700855
2017-10-31,13,0.857549857549858
2017-10-31,14,0.86039886039886
2017-10-31,15,0.863247863247863
2017-10-31,16,0.866096866096866
2017-10-31,17,0.868945868945869
2017-10-31,18,0.871794871794872
2017-10-31,19,0.874643874643875
2017-10-31,20,0.877492877492878
2017-10-31,21,0.88034188034188
2017-10-31,22,0.883190883190883
2017-10-31,23,0.886039886039886
2017-11-01,0,0.888888888888889
2017-11-01,1,0.891737891737892
2017-11-01,2,0.894586894586895
2017-11-01,3,0.897435897435897
2017-11-01,4,0.9002849002849
2017-11-01,5,0.903133903133903
2017-11-01,6,0.905982905982906
2017-11-01,7,0.908831908831909
2017-11-01,8,0.911680911680912
2017-11-01,9,0.914529914529915
2017-11-01,10,0.917378917378917
2017-11-01,11,0.92022792022792
2017-11-01,12,0.923076923076923
2017-11-01,13,0.925925925925926
2017-11-01,14,0.928774928774929
2017-11-01,15,0.931623931623932
2017-11-01,16,0.934472934472934
2017-11-01,17,0.937321937321937
2017-11-01,18,0.94017094017094
2017-11-01,19,0.943019943019943
2017-11-01,20,0.945868945868946
2017-11-01,21,0.948717948717949
2017-11-01,22,0.951566951566952
2017-11-01,23,0.954415954415954
2017-11-02,0,0.957264957264957
2017-11-02,1,0.96011396011396
2017-11-02,2,0.962962962962963
2017-11-02,3,0.965811965811966
2017-11-02,4,0.968660968660969
2017-11-02,5,0.971509971509972
2017-11-02,6,0.974358974358974
2017-11-02,7,0.977207977207977
2017-11-02,8,0.98005698005698
2017-11-02,9,0.982905982905983
2017-11-02,10,0.985754985754986
2017-11-02,11,0.988603988603989
2017-11-02,12,0.991452991452991
2017-11-02,13,0.994301994301994
2017-11-02,14,0.997150997150997
2017-11-02,15,1
2017-11-02,16,0.666666666666667
2017-11-02,17,0.333333333333333
2017-11-02,18,0
2017-11-02,19,0.0333333333333333
2017-11-02,20,0.0666666666666667
2017-11-02,21,0.1
2017-11-02,22,0.133333333333333
2017-11-02,23,0.166666666666667
2017-11-03,0,0.2
2017-11-03,1,0.233333333333333
2017-11-03,2,0.266666666666667
2017-11-03,3,0.3
2017-11-03,4,0.333333333333333
2017-11-03,5,0.366666666666667
2017-11-03,6,0.4
2017-11-03,7,0.433333333333333
2017-11-03,8,0.466666666666667
2017-11-03,9,0.5
2017-11-03,10,0.666666666666667
2017-11-03,11,0.833333333333333
2017-11-03,12,1
2017-11-03,13,0.990740740740741
2017-11-03,14,0.981481481481482
2017-11-03,15,0.972222222222222
2017-11-03,16,0.962962962962963
2017-11-03,17,0.953703703703704
2017-11-03,18,0.944444444444444
2017-11-03,19,0.935185185185185
2017-11-03,20,0.925925925925926
2017-11-03,21,0.916666666666667
2017-11-03,22,0.907407407407407
2017-11-03,23,0.898148148148148
2017-11-04,0,0.888888888888889
2017-11-04,1,0.87962962962963
2017-11-04,2,0.87037037037037
2017-11-04,3,0.861111111111111
2017-11-04,4,0.851851851851852
2017-11-04,5,0.842592592592593
2017-11-04,6,0.833333333333333
2017-11-04,7,0.824074074074074
2017-11-04,8,0.814814814814815
2017-11-04,9,0.805555555555556
2017-11-04,10,0.796296296296296
2017-11-04,11,0.787037037037037
2017-11-04,12,0.777777777777778
2017-11-04,13,0.768518518518518
2017-11-04,14,0.759259259259259
2017-11-04,15,0.75
2017-11-04,16,0.740740740740741
2017-11-04,17,0.731481481481481
2017-11-04,18,0.722222222222222
2017-11-04,19,0.712962962962963
2017-11-04,20,0.703703703703704
2017-11-04,21,0.694444444444444
2017-11-04,22,0.685185185185185
2017-11-04,23,0.675925925925926
2017-11-05,0,0.666666666666667
2017-11-05,1,0.657407407407407
2017-11-05,2,0.648148148148148
2017-11-05,3,0.638888888888889
2017-11-05,4,0.62962962962963
2017-11-05,5,0.62037037037037
2017-11-05,6,0.611111111111111
2017-11-05,7,0.601851851851852
2017-11-05,8,0.592592592592593
2017-11-05,9,0.583333333333333
2017-11-05,10,0.574074074074074
2017-11-05,11,0.564814814814815
2017-11-05,12,0.555555555555556
2017-11-05,13,0.546296296296296
2017-11-05,14,0.537037037037037
2017-11-05,15,0.527777777777778
2017-11-05,16,0.518518518518519
2017-11-05,17,0.509259259259259
2017-11-05,18,0.5
2017-11-05,19,0.490740740740741
2017-11-05,20,0.481481481481482
2017-11-05,21,0.472222222222222
2017-11-05,22,0.462962962962963
2017-11-05,23,0.453703703703704
2017-11-06,0,0.444444444444444
2017-11-06,1,0.435185185185185
2017-11-06,2,0.425925925925926
2017-11-06,3,0.416666666666667
2017-11-06,4,0.407407407407407
2017-11-06,5,0.398148148148148
2017-11-06,6,0.388888888888889
2017-11-06,7,0.37962962962963
2017-11-06,8,0.37037037037037
2017-11-06,9,0.361111111111111
2017-11-06,10,0.351851851851852
2017-11-06,11,0.342592592592593
2017-11-06,12,0.333333333333333
2017-11-06,13,0.324074074074074
2017-11-06,14,0.314814814814815
2017-11-06,15,0.305555555555556
2017-11-06,16,0.296296296296296
2017-11-06,17,0.287037037037037
2017-11-06,18,0.277777777777778
2017-11-06,19,0.268518518518518
2017-11-06,20,0.259259259259259
2017-11-06,21,0.25
2017-11-06,22,0.240740740740741
2017-11-06,23,0.231481481481482
2017-11-07,0,0.222222222222222
2017-11-07,1,0.212962962962963
2017-11-07,2,0.203703703703704
2017-11-07,3,0.194444444444444
2017-11-07,4,0.185185185185185
2017-11-07,5,0.175925925925926
2017-11-07,6,0.166666666666667
2017-11-07,7,0.157407407407407
2017-11-07,8,0.148148148148148
2017-11-07,9,0.138888888888889
2017-11-07,10,0.12962962962963
2017-11-07,11,0.12037037037037
2017-11-07,12,0.111111111111111
2017-11-07,13,0.101851851851852
2017-11-07,14,0.0925925925925926
2017-11-07,15,0.0833333333333334
2017-11-07,16,0.0740740740740741
2017-11-07,17,0.0648148148148148
2017-11-07,18,0.0555555555555556
2017-11-07,19,0.0462962962962963
2017-11-07,20,0.0370370370370371
2017-11-07,21,0.0277777777777778
2017-11-07,22,0.0185185185185185
2017-11-07,23,0.0092592592592593
2017-11-08,0,0
2017-11-08,1,0
2017-11-08,2,0
2017-11-08,3,0
2017-11-08,4,0.025
2017-11-08,5,0.05
2017-11-08,6,0.075
2017-11-08,7,0.1
2017-11-08,8,0.125
2017-11-08,9,0.15
2017-11-08,10,0.175
2017-11-08,11,0.2
2017-11-08,12,0.225
2017-11-08,13,0.25
2017-11-08,14,0.275
2017-11-08,15,0.3
2017-11-08,16,0.325
2017-11-08,17,0.35
2017-11-08,18,0.375
2017-11-08,19,0.4
2017-11-08,20,0.425
2017-11-08,21,0.45
2017-11-08,22,0.475
2017-11-08,23,0.5
2017-11-09,0,0.525
2017-11-09,1,0.55
2017-11-09,2,0.575
2017-11-09,3,0.6
2017-11-09,4,0.625
2017-11-09,5,0.65
2017-11-09,6,0.675
2017-11-09,7,0.7
2017-11-09,8,0.725
2017-11-09,9,0.75
2017-11-09,10,0.775
2017-11-09,11,0.8
2017-11-09,12,0.825
2017-11-09,13,0.85
2017-11-09,14,0.875
2017-11-09,15,0.9
2017-11-09,16,0.925
2017-11-09,17,0.95
2017-11-09,18,0.975
2017-11-09,19,1
2017-11-09,20,1.025
2017-11-09,21,1.05
2017-11-09,22,1.075
2017-11-09,23,1.1
2017-11-10,0,1.125
2017-11-10,1,1.15
2017-11-10,2,1.175
2017-11-10,3,1.2
2017-11-10,4,1.225
2017-11-10,5,1.25
2017-11-10,6,1.275
2017-11-10,7,1.3
2017-11-10,8,1.325
2017-11-10,9,1.35
2017-11-10,10,1.375
2017-11-10,11,1.4
2017-11-10,12,1.425
2017-11-10,13,1.45
2017-11-10,14,1.475
2017-11-10,15,1.5
2017-11-10,16,3
2017-11-10,17,4.5
2017-11-10,18,6
2017-11-10,19,5.90476190476191
2017-11-10,20,5.80952380952381
2017-11-10,21,5.71428571428571
2017-11-10,22,5.61904761904762
2017-11-10,23,5.52380952380952
2017-11-11,0,5.42857142857143
2017-11-11,1,5.33333333333333
2017-11-11,2,5.23809523809524
2017-11-11,3,5.14285714285714
2017-11-11,4,5.04761904761905
2017-11-11,5,4.95238095238095
2017-11-11,6,4.85714285714286
2017-11-11,7,4.76190476190476
2017-11-11,8,4.66666666666667
2017-11-11,9,4.57142857142857
2017-11-11,10,4.47619047619048
2017-11-11,11,4.38095238095238
2017-11-11,12,4.28571428571429
2017-11-11,13,4.19047619047619
2017-11-11,14,4.09523809523809
2017-11-11,15,4
2017-11-11,16,3.90476190476191
2017-11-11,17,3.80952380952381
2017-11-11,18,3.71428571428571
2017-11-11,19,3.61904761904762
2017-11-11,20,3.52380952380952
2017-11-11,21,3.42857142857143
2017-11-11,22,3.33333333333333
2017-11-11,23,3.23809523809524
2017-11-12,0,3.14285714285714
2017-11-12,1,3.04761904761905
2017-11-12,2,2.95238095238095
2017-11-12,3,2.85714285714286
2017-11-12,4,2.76190476190476
2017-11-12,5,2.66666666666667
2017-11-12,6,2.57142857142857
2017-11-12,7,2.47619047619048
2017-11-12,8,2.38095238095238
2017-11-12,9,2.28571428571429
2017-11-12,10,2.19047619047619
2017-11-12,11,2.09523809523809
2017-11-12,12,2
2017-11-12,13,1.90476190476191
2017-11-12,14,1.80952380952381
2017-11-12,15,1.71428571428571
2017-11-12,16,1.61904761904762
2017-11-12,17,1.52380952380952
2017-11-12,18,1.42857142857143
2017-11-12,19,1.33333333333333
2017-11-12,20,1.23809523809524
2017-11-12,21,1.14285714285714
2017-11-12,22,1.04761904761905
2017-11-12,23,0.952380952380953
2017-11-13,0,0.857142857142858
2017-11-13,1,0.761904761904762
2017-11-13,2,0.666666666666667
2017-11-13,3,0.571428571428571
2017-11-13,4,0.476190476190476
2017-11-13,5,0.380952380952381
2017-11-13,6,0.285714285714286
2017-11-13,7,0.190476190476191
2017-11-13,8,0.0952380952380958
2017-11-13,9,0
2017-11-13,10,0
2017-11-13,11,0
2017-11-13,12,0
2017-11-13,13,0
2017-11-13,14,0
2017-11-13,15,0
2017-11-13,16,0
2017-11-13,17,0
2017-11-13,18,0
2017-11-13,19,0
2017-11-13,20,0
2017-11-13,21,0
2017-11-13,22,1.5
2017-11-13,23,3
2017-11-14,0,4.5
2017-11-14,1,4.44827586206897
2017-11-14,2,4.39655172413793
2017-11-14,3,4.3448275862069
2017-11-14,4,4.29310344827586
2017-11-14,5,4.24137931034483
2017-11-14,6,4.18965517241379
2017-11-14,7,4.13793103448276
2017-11-14,8,4.08620689655172
2017-11-14,9,4.03448275862069
2017-11-14,10,3.98275862068966
2017-11-14,11,3.93103448275862
2017-11-14,12,3.87931034482759
2017-11-14,13,3.82758620689655
2017-11-14,14,3.77586206896552
2017-11-14,15,3.72413793103448
2017-11-14,16,3.67241379310345
2017-11-14,17,3.62068965517241
2017-11-14,18,3.56896551724138
2017-11-14,19,3.51724137931034
2017-11-14,20,3.46551724137931
2017-11-14,21,3.41379310344828
2017-11-14,22,3.36206896551724
2017-11-14,23,3.31034482758621
2017-11-15,0,3.25862068965517
2017-11-15,1,3.20689655172414
2017-11-15,2,3.1551724137931
2017-11-15,3,3.10344827586207
2017-11-15,4,3.05172413793103
2017-11-15,5,3
2017-11-15,6,2.94827586206897
2017-11-15,7,2.89655172413793
2017-11-15,8,2.8448275862069
2017-11-15,9,2.79310344827586
2017-11-15,10,2.74137931034483
2017-11-15,11,2.68965517241379
2017-11-15,12,2.63793103448276
2017-11-15,13,2.58620689655172
2017-11-15,14,2.53448275862069
2017-11-15,15,2.48275862068966
2017-11-15,16,2.43103448275862
2017-11-15,17,2.37931034482759
2017-11-15,18,2.32758620689655
2017-11-15,19,2.27586206896552
2017-11-15,20,2.22413793103448
2017-11-15,21,2.17241379310345
2017-11-15,22,2.12068965517241
2017-11-15,23,2.06896551724138
2017-11-16,0,2.01724137931034
2017-11-16,1,1.96551724137931
2017-11-16,2,1.91379310344828
2017-11-16,3,1.86206896551724
2017-11-16,4,1.81034482758621
2017-11-16,5,1.75862068965517
2017-11-16,6,1.70689655172414
2017-11-16,7,1.6551724137931
2017-11-16,8,1.60344827586207
2017-11-16,9,1.55172413793103
2017-11-16,10,1.5
2017-11-16,11,1.44827586206897
2017-11-16,12,1.39655172413793
2017-11-16,13,1.3448275862069
2017-11-16,14,1.29310344827586
2017-11-16,15,1.24137931034483
2017-11-16,16,1.18965517241379
2017-11-16,17,1.13793103448276
2017-11-16,18,1.08620689655172
2017-11-16,19,1.03448275862069
2017-11-16,20,0.982758620689655
2017-11-16,21,0.931034482758621
2017-11-16,22,0.879310344827586
2017-11-16,23,0.827586206896552
2017-11-17,0,0.775862068965517
2017-11-17,1,0.724137931034483
2017-11-17,2,0.672413793103448
2017-11-17,3,0.620689655172414
2017-11-17,4,0.568965517241379
2017-11-17,5,0.517241379310345
2017-11-17,6,0.46551724137931
2017-11-17,7,0.413793103448276
2017-11-17,8,0.362068965517241
2017-11-17,9,0.310344827586207
2017-11-17,10,0.258620689655173
2017-11-17,11,0.206896551724138
2017-11-17,12,0.155172413793103
2017-11-17,13,0.103448275862069
2017-11-17,14,0.0517241379310347
2017-11-17,15,0
2017-11-17,16,0
2017-11-17,17,0
2017-11-17,18,0
2017-11-17,19,0
2017-11-17,20,0
2017-11-17,21,0
2017-11-17,22,0
2017-11-17,23,0
2017-11-18,0,0
2017-11-18,1,0
2017-11-18,2,0
2017-11-18,3,0
2017-11-18,4,0
2017-11-18,5,0
2017-11-18,6,0
2017-11-18,7,0
2017-11-18,8,0
2017-11-18,9,0
2017-11-18,10,0
2017-11-18,11,0
2017-11-18,12,0
2017-11-18,13,0
2017-11-18,14,0
2017-11-18,15,0
2017-11-18,16,0
2017-11-18,17,0
2017-11-18,18,0
2017-11-18,19,0
2017-11-18,20,0
2017-11-18,21,0
2017-11-18,22,0
2017-11-18,23,0
2017-11-19,0,0
2017-11-19,1,0
2017-11-19,2,0
2017-11-19,3,0
2017-11-19,4,0
2017-11-19,5,0
2017-11-19,6,0
2017-11-19,7,0
2017-11-19,8,0
2017-11-19,9,0
2017-11-19,10,0
2017-11-19,11,0
2017-11-19,12,0
2017-11-19,13,0
2017-11-19,14,0
2017-11-19,15,0
2017-11-19,16,0
2017-11-19,17,0
2017-11-19,18,0
2017-11-19,19,0
2017-11-19,20,0
2017-11-19,21,0
2017-11-19,22,0
2017-11-19,23,0
2017-11-20,0,0
2017-11-20,1,0
2017-11-20,2,0
2017-11-20,3,0
2017-11-20,4,0
2017-11-20,5,0
2017-11-20,6,0
2017-11-20,7,0
2017-11-20,8,0
2017-11-20,9,0
2017-11-20,10,0
2017-11-20,11,0
2017-11-20,12,0
2017-11-20,13,0
2017-11-20,14,0
2017-11-20,15,0
2017-11-20,16,0
2017-11-20,17,0
2017-11-20,18,0
2017-11-20,19,0.0128205128205128
2017-11-20,20,0.0256410256410256
2017-11-20,21,0.0384615384615385
2017-11-20,22,0.0512820512820513
2017-11-20,23,0.0641025641025641
2017-11-21,0,0.0769230769230769
2017-11-21,1,0.0897435897435897
2017-11-21,2,0.102564102564103
2017-11-21,3,0.115384615384615
2017-11-21,4,0.128205128205128
2017-11-21,5,0.141025641025641
2017-11-21,6,0.153846153846154
2017-11-21,7,0.166666666666667
2017-11-21,8,0.179487179487179
2017-11-21,9,0.192307692307692
2017-11-21,10,0.205128205128205
2017-11-21,11,0.217948717948718
2017-11-21,12,0.230769230769231
2017-11-21,13,0.243589743589744
2017-11-21,14,0.256410256410256
2017-11-21,15,0.269230769230769
2017-11-21,16,0.282051282051282
2017-11-21,17,0.294871794871795
2017-11-21,18,0.307692307692308
2017-11-21,19,0.320512820512821
2017-11-21,20,0.333333333333333
2017-11-21,21,0.346153846153846
2017-11-21,22,0.358974358974359
2017-11-21,23,0.371794871794872
2017-11-22,0,0.384615384615385
2017-11-22,1,0.397435897435897
2017-11-22,2,0.41025641025641
2017-11-22,3,0.423076923076923
2017-11-22,4,0.435897435897436
2017-11-22,5,0.448717948717949
2017-11-22,6,0.461538461538462
2017-11-22,7,0.474358974358974
2017-11-22,8,0.487179487179487
2017-11-22,9,0.5
2017-11-22,10,0.479166666666667
2017-11-22,11,0.458333333333333
2017-11-22,12,0.4375
2017-11-22,13,0.416666666666667
2017-11-22,14,0.395833333333333
2017-11-22,15,0.375
2017-11-22,16,0.354166666666667
2017-11-22,17,0.333333333333333
2017-11-22,18,0.3125
2017-11-22,19,0.291666666666667
2017-11-22,20,0.270833333333333
2017-11-22,21,0.25
2017-11-22,22,0.229166666666667
2017-11-22,23,0.208333333333333
2017-11-23,0,0.1875
2017-11-23,1,0.166666666666667
2017-11-23,2,0.145833333333333
